cluster_id,n_trees,density,bbox_area,hull_area,geom_area,geom_type_used,pca_lam1,pca_lam2,pca_ratio,nn_mean,nn_std,height_mean,height_std,height_min,height_max,OPIS,edge_dist_,dist_to_poly
139,10,0.13368309006932724,35.3830540000455,18.874625500428515,74.80377656451583,buffer_union,22.06613550280034,0.5460274416362539,40.412136497528074,1.4339870196801006,0.37317814432601654,26.9904,6.207938147243414,8.966,30.54,Obvodna vegetacija,0.672463757357342,
140,410,0.24282544230139705,3017.1540540009896,1539.568015499105,1688.4556911096015,buffer_union,382.12158088521744,40.57276114334628,9.418180328796366,1.3323386761980445,0.3064430567476109,12.998202439024393,6.109457808005464,0.28,23.485,Obvodna vegetacija,0.0,
141,213,0.19894641545900377,8162.756099994898,1710.0521175026574,1070.640049023111,buffer_union,2760.9792399107855,9.12312949287977,302.63510367419616,1.3438562842255226,0.3454186084281912,4.488272300469483,1.4466279622154834,0.915,7.731,Obvodna vegetacija,1.262641466911719,
142,312,0.22556172966507032,7952.9476879945005,1730.8786124996725,1383.2133689667978,buffer_union,996.8069607197062,19.170985109594397,51.99560455664012,1.3181969661193127,0.33424475551168653,13.608016025641026,4.9598002030555985,0.089,21.462,Obvodna vegetacija,0.0,
143,151,0.17340044287737438,4040.2721760043733,1955.368808499533,870.8166916666091,buffer_union,1491.4407931753,18.95597185888269,78.67920485841073,1.3847265469241645,0.6326182214309813,7.567556291390729,2.9653045735166392,0.043000000000000003,15.255,Obvodna vegetacija,0.0,0.5191798802059695
144,55,0.1800434822506044,346.00087200017794,261.54910499996254,305.4817609195368,buffer_union,34.666399228823096,25.38145412470805,1.3658161214284583,1.4208864175230729,0.37347253441148687,5.90378181818182,3.347632437143432,1.101,13.648,Obvodna vegetacija,0.0,
145,6,0.14446119651711595,11.677511999659782,8.124801999808446,41.533644637154254,buffer_union,2.570157993183873,1.382120740088187,1.8595755917966201,1.6218021136597176,0.4677690713244161,13.132333333333335,0.41723201645553937,12.447000000000001,13.683,Posamezno drevo,0.0,
146,283,0.18425342696741454,23462.410818001666,4987.495776001248,1535.9280131600967,buffer_union,5767.749394344065,63.07335989256376,91.44509511097209,1.3610158242608952,0.4709275678578246,9.014349823321556,3.3292678194030425,0.166,15.116,Mejica,,4.270815769595916
147,14,0.16215317881683608,85.1087280002787,37.49423799978866,86.33811623152963,buffer_union,18.816385566226526,1.596593301940005,11.785334150758944,1.3442220771511177,0.43108369265559754,7.9215,1.5101521564777125,3.6430000000000002,9.666,Posamezno drevo,,1.196731666982259
148,6,0.15480608047783379,10.79680199968922,6.080562999736076,38.75816751822692,buffer_union,2.5752142998997805,0.8471126667263937,3.039990311857231,1.419995058067727,0.4101640342594882,14.4385,0.6779303676140593,13.299,15.381,Posamezno drevo,,
149,4,0.14663509403308117,3.4923280001024044,1.3209960000216223,27.278599481087333,buffer_union,2.1097146530504847,0.13413534696883261,15.728252848525402,1.1831150267199932,0.16091250276232794,7.606250000000001,2.170926343177032,3.85,8.981,Posamezno drevo,,
150,6,0.1386640866301802,15.664607999989887,8.770352499875306,43.27003585291782,buffer_union,3.0938694524954227,1.7476111141604338,1.770342055750625,1.484269844366577,0.7131035659458058,7.196833333333334,0.5197228160813759,6.106,7.665,Posamezno drevo,,
151,734,0.23984700067042167,4641.0138340002,2826.558697501148,3060.2842559978617,buffer_union,299.08741179550714,223.9580269133829,1.3354618984528783,1.2970175002462792,0.32805795780092784,10.365137602179836,3.202691982708689,0.7010000000000001,17.655,Skupina dreves oziroma grmičevja,,
152,7,0.1685400231167913,13.12089600011515,7.9216544999523215,41.533161504014316,buffer_union,2.6389264456168076,1.0178796972245514,2.592572042464702,1.3571354204894364,0.31586980880890664,8.109999999999998,2.2644680863915294,4.928,10.746,Posamezno drevo,,
153,5,0.13858685508134033,6.795452999976821,5.3587539999427545,36.078457780612496,buffer_union,2.159158581725442,1.0405774182376166,2.0749619815720397,1.6563254159866745,0.4299705993100864,8.3318,0.7599827366460373,7.038,9.032,Posamezno drevo,,
154,7,0.1707446911134899,12.201896000049551,7.8323475000342775,40.99688227112882,buffer_union,1.9564347520894363,1.272605105072789,1.537346301920999,1.2803921281467154,0.3161742258031049,7.066571428571428,0.7693072685665904,6.135,8.143,Posamezno drevo,,
155,6,0.1534590944189925,12.39111999962234,6.74547249982569,39.098367045084196,buffer_union,2.088424179555032,1.0935172870756436,1.9098227382760764,1.4677498740196055,0.5093521773851167,6.223833333333334,0.5427446964785153,5.029,6.648000000000001,Posamezno drevo,,
156,24,0.17803044100584567,271.1361239998866,87.61266249950798,134.8084061602249,buffer_union,42.71832481345653,2.4498176611195994,17.43734870208001,1.433800178477424,0.5138119450428134,5.726416666666666,2.222538580779995,1.913,9.776,Mejica,,
157,8,0.17241512369791392,18.69913199966399,10.801781999832723,46.39964191318092,buffer_union,3.6650665392323942,1.2391508535805245,2.957724258222629,1.1367742707590471,0.1279648674606201,9.658625,1.2589555132628796,6.928,11.290000000000001,Posamezno drevo,,
158,85,0.18939298786153907,1781.0137800010375,309.7277880006503,448.8022548234023,buffer_union,284.89082608576655,2.975946828920229,95.73115464201163,1.4277893281074099,0.526128265915238,7.099388235294116,1.4859253096114704,3.059,10.347,Mejica,,
159,8,0.11585867289423864,152.53150500051572,17.918237999763015,69.04964298445559,buffer_union,35.22695852982359,0.4328592916604581,81.38200844595983,2.5991949058893384,1.8198889639758788,6.222875,0.8888758964979308,4.008,6.938,Drevesa v vrsti,,
160,14,0.10932740595698733,1271.9328520005447,101.46979900084266,128.05572287618367,buffer_union,285.9028177644285,1.1505415102363088,248.49413534476227,2.1112226991662846,1.2771372563877128,6.726071428571428,1.615303441828709,3.646,9.581,Drevesa v vrsti,,
161,8,0.16685852592329425,22.836032000092796,11.418719500044716,47.94480806858885,buffer_union,2.593092908780294,1.8023865733590907,1.4386996369749756,1.392744147461399,0.5496970663056817,5.223625,1.7870314726873167,0.867,6.765000000000001,Posamezno drevo,,
162,4,0.15753447988153918,2.830463999998676,1.3937619999984188,25.391266743686018,buffer_union,1.2556737240344786,0.24613485929620282,5.101568008793829,1.1320145021268324,0.08104114374672411,3.4215000000000004,0.4984047050339714,2.6270000000000002,3.9090000000000003,Posamezno drevo,,
163,5,0.08276942862249903,302.5034319994153,21.928532000324967,60.40877753070367,buffer_union,123.64384820855636,0.26509679116977125,466.4102030920975,4.301965513342777,2.0850867420815535,8.445400000000001,1.0457840312416329,6.715,9.438,Drevesa v vrsti,,
164,386,0.20231680392706225,20165.42555200105,6365.742258504209,1907.8988621190254,buffer_union,3191.696158476957,178.07491773468416,17.923333611936865,1.3390036655748383,0.3770933484204292,7.747028497409326,1.7247185868573198,1.96,11.954,Mejica,,1.7944766234170348
165,10,0.1302382598146319,287.99183499934196,40.302236000026554,76.7823526990686,buffer_union,92.13928130105108,0.5761740876661925,159.91569783060453,1.5273781266835482,0.41119090229812844,7.4554,1.3328287361848108,5.455,10.52,Drevesa v vrsti,,
166,191,0.22444484730102893,1107.5131559979181,705.4658124995585,850.9885715657701,buffer_union,90.00538532718869,43.46084367822297,2.0709534769636306,1.355013593749601,0.3178154549007667,9.057643979057591,2.785980626504707,0.787,14.651,Skupina dreves oziroma grmičevja,126.35237752037399,
167,29,0.17678249100685262,239.277240000334,81.46084149939583,164.04339499252714,buffer_union,53.89252221267908,1.3858634819025166,38.887323979917056,1.46013052765505,0.4741600712979808,13.903482758620688,5.058697246911465,6.119,20.578,Obvodna vegetacija,49.77761353218216,
168,1534,0.22417242794816294,60332.78336200272,22891.83098950618,6842.946806797838,buffer_union,7231.749318918429,379.5389761432425,19.05403601075501,1.3218538767308503,0.36653384563452346,11.090816166883963,5.861184474771338,0.23500000000000001,23.92,Obvodna vegetacija,0.0,5.171981364536664
169,13,0.12962291637862552,324.17688900173357,33.59144400002477,100.2909081448785,buffer_union,68.63639963562355,0.36646512101097173,187.29313023371907,1.6497726050468569,0.4504678399284195,9.73230769230769,1.6573128568032782,7.273000000000001,12.657,Drevesa v vrsti,43.34954080418078,
170,606,0.2330013622174226,16019.85196799549,6216.010758500545,2600.8431634597823,buffer_union,3249.3197967227825,164.99135446574326,19.693879156543506,1.3194151812794994,0.4005724845533696,11.423968646864687,4.793102149463184,1.223,22.075,Obvodna vegetacija,1929.4089567335757,14.818535658884246
171,70,0.21668226611992955,355.9851679997546,217.3913364994292,323.0536640283073,buffer_union,44.274333676761046,10.055148411273375,4.40315069115466,1.3094463335719375,0.3511484823240863,10.474257142857141,3.0312126035900655,0.20700000000000002,14.468,Skupina dreves oziroma grmičevja,1927.5969890267797,
172,612,0.22354525520493293,7869.1569809965695,3385.6722004986436,2737.700692591104,buffer_union,629.1900103031187,110.45484201345784,5.696355169531256,1.300929808728747,0.3296353309135535,10.045119281045753,3.654304742465345,0.08,18.129,Skupina dreves oziroma grmičevja,798.2957909421067,
173,46,0.22130832595210317,312.0880700006342,147.90713200025726,207.8548098093498,buffer_union,27.38857859486968,8.043646084329492,3.404995484352263,1.3196569004305971,0.3863844277411498,14.471521739130436,6.517636890839483,1.522,21.156,Skupina dreves oziroma grmičevja,810.762900859946,
174,94,0.22456458941915675,556.6734419989843,306.3988989997063,418.58781138706644,buffer_union,52.942298457025316,15.535811624175413,3.4077587793766333,1.3331251788761063,0.28589694987960507,13.115031914893615,5.032763902567002,0.196,19.335,Skupina dreves oziroma grmičevja,819.3230842017092,
175,89,0.22931697573239698,533.834569999469,307.43048549947457,388.109077907338,buffer_union,47.59913913556782,16.969668708178165,2.8049539418897695,1.288040039401691,0.23885175375682433,13.87826966292135,6.355766628259717,1.617,22.418,Skupina dreves oziroma grmičevja,68.70872088081195,
176,311,0.209105424990796,3706.9875920009727,1359.5433769998087,1487.288051056968,buffer_union,863.3024069360374,13.819324353371321,62.47066678954016,1.3592412007123778,0.3741019576028019,11.665067524115756,5.514427975389836,1.6400000000000001,24.057000000000002,Obvodna vegetacija,0.0,
178,972,0.24463409483031895,6339.337928000973,4056.438959000194,3973.2809961513767,buffer_union,423.55046309863155,256.92459226551324,1.6485399835175076,1.3251283948074517,0.34204091914127255,13.360412551440328,6.759937155116028,0.088,29.771,Skupina dreves oziroma grmičevja,78.1299214451924,
179,234,0.19783225193093096,5411.471320000672,1980.9031870006745,1182.8202819108396,buffer_union,1261.6127838748064,39.87126039662087,31.642159573709623,1.4206011011446729,0.4771558484770662,9.184175213675212,7.235845644829352,0.194,29.097,Obvodna vegetacija,0.0,5.585022849063754
180,280,0.25067472196272744,1675.8413119980642,950.8933979990212,1116.9853817236224,buffer_union,193.0214838095561,34.28264020155558,5.630298094742356,1.3313217604522134,0.27187303129953344,19.84914642857143,7.7742220623665785,1.066,32.975,Obvodna vegetacija,0.0,
181,1101,0.24359370780729095,7104.636022000789,4870.581961999933,4519.821180566004,buffer_union,866.6433670088477,193.52911035509234,4.4781033996317525,1.3177756514538888,0.31732204852578594,14.429959128065397,7.1063077065341185,0.039,27.924,Skupina dreves oziroma grmičevja,19.361619925422108,
182,44,0.13268259116747502,3560.317698000555,135.12724449999575,331.6184859885815,buffer_union,760.0519743492384,0.30936916843424456,2456.7799635495517,1.4857440324860252,0.5136911540268112,8.74765909090909,3.989815699452692,2.239,17.381,Mejica,54.840474879422885,
