cluster_id,n_trees,density,bbox_area,hull_area,geom_area,geom_type_used,pca_lam1,pca_lam2,pca_ratio,nn_mean,nn_std,height_mean,height_std,height_min,height_max,OPIS,edge_dist_,dominant_count_x,matched_points_x,dominant_fraction_x,n_labels_touched_x,dominant_count_y,matched_points_y,dominant_fraction_y,n_labels_touched_y
0,6,0.19046605929743632,5.827007999883181,3.704938499903572,31.501675532805862,buffer_union,1.4536752346106734,0.5253032320349973,2.767306854327188,1.079088747424753,0.10183880301038878,4.479166666666667,0.6234691696912972,3.615,5.463,Posamezno drevo,2756.1983627051814,,,,,6,6,1.0,1
1,5,0.12282645429558083,14.65185000011244,6.339311500172608,40.707842855803214,buffer_union,4.26557218947043,0.7882777105933612,5.411255617337703,1.7691356256892525,0.35871707238110684,9.641200000000001,1.3411453910743607,8.021,12.066,Posamezno drevo,,,,,,5,5,1.0,1
2,344,0.1709757056344165,51407.94654599277,2452.0758194908526,2011.9817533348705,buffer_union,11041.007337424433,4.300257843956388,2567.522166825773,1.411809073675029,0.4125237413337266,5.89022965116279,1.9143552445909569,1.235,10.865,Mejica,16.755673159639937,,,,,344,344,1.0,1
3,8,0.17514537377602155,16.333528000161333,10.272836500059803,45.67634204389844,buffer_union,2.027367644881059,1.6851032658485037,1.2031118127708418,1.2752480719900894,0.3282123625040272,13.801124999999999,2.5406335055208173,10.258000000000001,17.069,Posamezno drevo,56.96052882562734,,,,,8,8,1.0,1
5,10583,0.22364460967619212,385391.9569569887,244719.68870998448,47320.612892583405,buffer_union,46234.03165951502,9251.70166196017,4.997354362345419,1.3373902342702668,0.3616364901369402,8.393244637626383,5.2420949982675875,0.053,32.688,Obvodna vegetacija,0.0,,,,,10472,10583,0.9895114806765567,2
6,1206,0.21142010088920993,16073.811053991021,11022.52650499436,5704.282586791394,buffer_union,3631.395397615487,171.70608802658958,21.148902985042362,1.3435560681806056,0.38316209622913233,8.187408789386401,5.352782156704743,0.11900000000000001,26.791,Skupina dreves oziroma grmičevja,19.97587753211181,,,,,943,1206,0.7819237147595357,2
7,106,0.1777152532888212,4294.423776001957,381.5774404998153,596.4597750522279,buffer_union,911.4221591467826,1.4255091786895946,639.3660404099336,1.3608192037344253,0.43641150352570635,5.944283018867925,3.012713798111975,1.119,12.703,Mejica,24.993608243228856,,,,,106,106,1.0,1
8,239,0.21303824953969028,2751.4144979988273,992.3306550012215,1121.864268582778,buffer_union,394.557657463649,18.615313022928518,21.19532757669299,1.3748683048212351,0.3877685465004795,5.939376569037657,3.5135813698128837,0.6900000000000001,16.756,Mejica,80.16608180610166,,,,,239,239,1.0,1
9,64,0.16637707920043696,1742.2689280013367,220.1091290010412,384.66837083308957,buffer_union,352.45413889861936,1.4274115286523852,246.91837765340892,1.4083437532159717,0.46042590433928127,10.58215625,4.073481117310591,3.4170000000000003,19.095,Mejica,20.77103751172377,,,,,64,64,1.0,1
10,159,0.1901670441147534,6908.263987995067,601.655498000951,836.1070170710224,buffer_union,987.5371565438973,2.656387783735198,371.7594105011664,1.3488797396727021,0.4023945247593942,7.816345911949686,3.302685511026964,0.708,17.769000000000002,Mejica,41.578318311041485,,,,,159,159,1.0,1
11,7,0.1688481797557904,12.04045400025768,7.27731900023598,41.45736134155717,buffer_union,2.8185586469596995,1.0385369245118978,2.713970568051198,1.1830880144410236,0.19495613088221614,12.326571428571427,1.1683641625480177,10.334,13.645,Posamezno drevo,380.305277022899,,,,,7,7,1.0,1
12,119,0.19463494316547023,1619.2840840001854,535.5242254993892,611.4010057219342,buffer_union,157.9671365269042,17.686778370528835,8.931368574738407,1.323100556676957,0.3871258249163102,9.162453781512601,5.639390781132093,0.176,24.906,Mejica,225.74022539929769,,,,,119,119,1.0,1
13,853,0.22579568269863834,14176.644319994792,3771.8498374979936,3777.7515929676542,buffer_union,2372.3447056890964,43.28476523506208,54.80784504214936,1.3504187830387546,0.36607210929432005,9.96151817116061,4.029863762859473,0.664,23.068,Skupina dreves oziroma grmičevja,54.38647335569536,,,,,853,853,1.0,1
14,9,0.12657129464037378,77.34097999992322,20.850348500117814,71.10617004883804,buffer_union,15.611619351517287,0.7962495929283531,19.60643935038348,1.9374126847744764,0.7116888208699168,13.82577777777778,2.225116714930192,9.564,17.102,Mejica,225.74022539929769,,,,,9,9,1.0,1
15,17,0.14767636330096015,145.0440000006929,51.04045150022745,115.11659428770257,buffer_union,28.869617483412533,1.9005745533835716,15.189942131981235,1.590589878024418,0.3570579355100879,6.2139411764705885,1.8745525731440476,3.61,10.471,Mejica,254.02006291795442,,,,,17,17,1.0,1
16,10,0.14854962836035654,26.936728000085456,14.067621000087513,67.31756996215213,buffer_union,15.529222045448336,0.5296564545529574,29.31942377357672,1.426765347753301,0.3924369280269663,17.942200000000003,4.295055524670199,8.316,23.683,Obvodna vegetacija,0.672463757357342,,,,,10,10,1.0,1
17,377,0.2224176835691602,3017.1540540009896,1517.6954554991557,1695.0091105627976,buffer_union,400.7413579925783,40.68121148876294,9.850772465398972,1.3398187210373225,0.3714576478589009,8.588740053050397,5.00147417008947,0.262,20.003,Obvodna vegetacija,0.0,,,,,377,377,1.0,1
18,639,0.20369710730997093,17315.52585000323,4677.170109504042,3137.010674518897,buffer_union,2059.7237299897447,93.71701749403144,21.978118649805758,1.3671327099669044,0.392714168091931,9.500669796557121,6.360969881477408,0.091,25.983,Mejica,1783.1539083689283,,,,,639,639,1.0,1
19,90,0.2062898045853946,1629.402300001414,393.6822865000298,436.27943795324165,buffer_union,289.85239087365835,3.6092192728111883,80.30888925401725,1.2696622976888787,0.33571354333978515,10.864055555555556,4.135603678521731,0.109,20.031,Mejica,1842.45764608445,,,,,90,90,1.0,1
20,786,0.22328763613906427,9541.01966200166,5726.385299496449,3520.123252639374,buffer_union,588.8717104209643,297.83093820230704,1.9772012739017817,1.3396154782787173,0.3570941905796861,8.050984732824427,3.576135509237379,0.982,17.615000000000002,Obvodna vegetacija,1786.4705260843002,,,,,786,786,1.0,1
21,8,0.13937015082967252,27.006083999877884,16.085975499866386,57.40110025264294,buffer_union,6.011629717853857,1.7523135320892518,3.4306815577040597,1.6522582770431349,0.4966046827780333,0.899875,0.5253925764368964,0.196,1.956,Mejica,1783.1539083689283,,,,,8,8,1.0,1
22,1188,0.2251282820924051,34984.88116200375,8559.01855600557,5276.991362250875,buffer_union,5069.339990864297,87.28002211513126,58.081332566315346,1.3026653416098275,0.37734719657411253,8.327627104377106,3.845047804342992,0.14100000000000001,20.606,Skupina dreves oziroma grmičevja,1609.9677224172863,,,,,867,1188,0.7297979797979798,2
23,1,,0.0,0.0,0.0,buffer_union,,,,,,6.381,0.0,6.381,6.381,Mejica,1783.1539083689283,,,,,1,1,1.0,1
24,10,0.12382633784395834,75.73528900025656,33.98124000009613,80.75826333975614,buffer_union,12.98354154989558,2.9183259834627835,4.448968903223678,1.908930868426128,0.7972597692022949,2.7374,2.2778987334822416,0.105,6.942,Mejica,1783.1539083689283,,,,,10,10,1.0,1
